,Textbox6,CardCode,CardName,Branch,Account,Currency,FCOpeningBalance,OpeningBalance,FCOpeningBalance1,OpeningBalance1,FCDebit,Debit,FCCredit1,Credit,FCOpeningBalance4,OpeningBalance4,FCOpeningBalance5,OpeningBalance5,OpeningBalance2,OpeningBalance3,Debit1,Textbox56,OpeningBalance6,Textbox64
436,30,VDP10083,CONG TY TNHH THAI NAKORN PATANA-VIET NAM CHI NHANH TAI HA NOI,All,33110100,VND,,,,,,,,"20,087,999.0000",,,-,"20,087,999.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
437,31,VDP10084,(HD)CONG TY TNHH DUOC PHAM VA THIET BI Y TE ACA,All,33110100,VND,,,,"804,158,127.0000",,"32,000,000.0000",,"69,125,799.0000",,,-,"841,283,926.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
438,32,VDP10085,CONG TY TNHH DUOC PHAM LIEN HOP,All,33110100,VND,,,,"2,070,921,879.0000",,,,"250,562,485.0000",,,-,"2,321,484,364.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
439,33,VDP10086,(HD)CONG TY TNHH DUOC PHAM Y-MED,All,33110100,VND,,,,"82,695,596.0000",,,,,,,-,"82,695,596.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
440,34,VDP10087,(HD)CONG TY TNHH DUOC PHAM HUNG PHAT,All,33110100,VND,,,,"1,605,480,082.0000",,"208,935,049.0000",,"228,963,862.0000",,,-,"1,625,508,895.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
441,35,VDP10088,(HD)CONG TY TNHH DUOC PHAM LIEN HOP,All,33110100,VND,,,,"1,276,495,008.0000",,,,"73,076,853.0000",,,-,"1,349,571,861.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
442,36,VDP10089,(HD)CONG TY TNHH TRUONG SON,All,33110100,VND,,,,"589,819,330.0000",,"56,100,003.0000",,"42,749,050.0000",,,-,"576,468,377.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
443,37,VDP10092,(HD)CONG TY CO PHAN DUOC PHAM TAM PHUC VINH,All,33110100,VND,,,,"118,770,451.0000",,,,,,,-,"118,770,451.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
444,38,VDP10096,CONG TY CO PHAN DUOC PHAM THIEN DUOC,All,33110100,VND,,,,"1,825,530,879.0000",,"1,480,335,256.0000",,"1,830,664,598.0000",,,-,"2,175,860,221.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
445,39,VDP10097,(HD)CONG TY CO PHAN TA DA PHARMA,All,33110100,VND,,,,"151,439,880.0000",,,,,,,-,"151,439,880.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
446,40,VDP10098,CHI NHANH CONG TY CO PHAN DUOC PHAM IMEXPHARM,All,33110100,VND,,,,"3,432,464,700.0000",,"3,498,855,800.0000",,"3,485,532,751.0000",,,-,"3,419,141,651.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
447,41,VDP10099,(HD)CONG TY CO PHAN TAVO PHARMA,All,33110100,VND,,,,"289,102,556.0000",,,,"15,688,072.0000",,,-,"304,790,628.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
448,42,VDP10100,CONG TY CO PHAN DUOC PHAM QUOC TE - UK PHARMA,All,33110100,VND,,,,"28,072,502.0000",,,,,,,-,"28,072,502.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
449,43,VDP10102,CONG TY CO PHAN TAVO PHARMA,All,33110100,VND,,,,"103,380,520.0000",,"67,845,200.0000",,"74,590,200.0000",,,-,"110,125,520.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
450,44,VDP10103,(HD)CONG TY TNHH DUOC PHAM QUANG DIEN,All,33110100,VND,,,,"5,130,000.0000",,,,,,,-,"5,130,000.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
451,45,VDP10104,CHI NHANH CONG TY TNHH MEGA LIFESCIENCES(VIET NAM) TAI HA NOI,All,33110100,VND,,,,"209,726,160.0000",,,,"137,588,274.0000",,,-,"347,314,434.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
452,46,VDP10105,CHI NHANH CONG TY TNHH MEGA LIFESCIENCES(VIET NAM) TAI DA NANG,All,33110100,VND,,,,"369,962,146.0000",,,,"87,670,834.0000",,,-,"457,632,980.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
453,47,VDP10106,CONG TY CO PHAN DUOC PHAM TRUNG UONG CPC1 - CHI NHANH THANH PHO HO CHI MINH,All,33110100,VND,,,,"18,995,724.0000",,,,,,,-,"18,995,724.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
454,48,VDP10107,CONG TY TNHH PHAT TRIEN DUOC PHAM MINH QUAN,All,33110100,VND,,,,"6,533,150.0000",,,,"6,030,600.0000",,,-,"12,563,750.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
455,49,VDP10108,CONG TY CO PHAN DUOC PHAM DAT VI PHU,All,33110100,VND,,,,"4,582,872.0000",,"77,114,157.0000",,"190,007,401.0000",,,-,"117,476,116.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
456,50,VDP10109,CHI NHANH CONG TY TNHH THUONG MAI DUOC PHAM DONG A,All,33110100,VND,,,,,,,,"162,564,000.0000",,,-,"162,564,000.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
457,51,VDP20001,HYPHENS PHARMA PTE.LTD,All,33110200,EUR,,,"3,132,432.0400","82,405,857,922.9255","936,175.6100","24,692,971,975.5260","1,471,359.0000","39,280,766,446.0000",,,"3,667,615.4300","96,993,652,393.3995",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
458,52,VDP20001,HYPHENS PHARMA PTE.LTD,All,33110200,USD,,,"1,022,848.8400","23,982,101,510.2597","462,273.3900","10,830,791,314.1894","213,501.5000","4,974,951,535.0000",,,"774,076.9500","18,126,261,731.0703",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
459,53,VDP20001,HYPHENS PHARMA PTE.LTD,All,33110200,VND,,"(296,981,526.4217)",,,,,,,,"296,981,526.4217",-,-,-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
460,54,VDP20003,SAVA HEALTHCARE LTD.,All,33110200,USD,,,"18,461.6700","420,226,209.5000",,,,,,,"18,461.6700","420,226,209.5000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
461,55,VDP20004,HOE PHARMACEUTICALS SDN BHD,All,33110200,USD,,,"768,921.2500","17,875,127,621.2646","758,283.0300","17,616,597,718.3900",,,,,"10,638.2200","258,529,902.8746",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
462,56,VDP20004,HOE PHARMACEUTICALS SDN BHD,All,33110200,VND,,"(12,658,685.9846)",,,,"1,357,088.9100",,,,"14,015,774.8946",-,-,-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
463,57,VDP20005,PHARMASCIENCE INC,All,33110200,USD,,,"1,063,403.4800","24,884,782,445.5400","101,087.5000","2,371,185,100.0000",,,,,"962,315.9800","22,513,597,345.5400",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
464,58,VDP20007,GETZ PHARMA (PVT) LIMITED,All,33110200,USD,,,"743,800.2800","17,452,783,360.1300","9,281.5600","215,715,944.7600","7,289.0000","169,913,879.0000",,,"741,807.7200","17,406,981,294.3700",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
465,59,VDP20007,GETZ PHARMA (PVT) LIMITED,All,33110200,VND,,(0.2000),,,,,,,,0.2000,-,-,-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
466,60,VDP20013,WOERWAG PHARMA GMBH & CO. KG,All,33110200,EUR,,,"791,012.8200","20,383,677,089.0000","19,950.0000","527,098,950.0000","366,341.3000","9,679,103,487.0000",,,"1,137,404.1200","29,535,681,626.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
467,61,VDP20014,JW PHARMACEUTICAL CORPORATION,All,33110100,USD,,,"965,183.4000","22,696,690,225.0000","167,463.0000","3,888,993,249.0000","390,218.0000","9,109,724,448.0000",,,"1,187,938.4000","27,917,421,424.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
468,62,VDP20015,DAIICHI-SANKYO,All,33110100,USD,,,"1,668,703.4000","38,297,421,417.2000","14,672.5800","332,700,751.5000",,,,,"1,654,030.8200","37,964,720,665.7000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
469,63,VDP20017,NOVARTIS(SINGAPORE)PTE.LTD,All,33110200,USD,,"(13,798,132.2400)",,,,,,,,"13,798,132.2400",-,-,-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
470,64,VDP20017,NOVARTIS(SINGAPORE)PTE.LTD,All,33110200,VND,,,,"13,798,132.2400",,,,,,,-,"13,798,132.2400",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
471,65,VDP20019,MI PHARMA PRIVATE LIMITED,All,33110200,USD,,,"7,118.7700","172,059,205.4000",,,,,,,"7,118.7700","172,059,205.4000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
472,66,VDP20022,"L.B.S LABORATORY LTD., PART",All,33110200,USD,,,"11,505.6000","261,004,536.0000",,,,,,,"11,505.6000","261,004,536.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
473,67,VDP20035,PT.DEXA MEDICA,All,33110200,USD,,,"38,500.3500","899,577,353.0000","2,904.0000","67,808,400.0000",,,,,"35,596.3500","831,768,953.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
474,68,VDP20035,PT.DEXA MEDICA,All,33110200,VND,,,,"212,718.6600",,,,,,,-,"212,718.6600",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
475,69,VDP20037,DR REDDY'S LABORATORIES LTD,All,33110200,USD,,,"2,150,097.8300","50,503,170,457.0000","198,585.0000","4,621,369,131.0000","7,021,376.0000","163,687,721,208.0000",,,"8,972,888.8300","209,569,522,534.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
476,70,VDP20037,DR REDDY'S LABORATORIES LTD,All,33110200,VND,,"(2,909,680.0000)",,,,,,,,"2,909,680.0000",-,-,-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
477,71,VDP20038,AKUMS DRUGS & PHARMACEUTICALS LTD,All,33110200,USD,,,"1,727,581.5000","40,398,829,244.9600","277,602.3300","6,454,705,374.5400","373,949.6500","8,728,134,100.0000",,,"1,823,928.8200","42,672,257,970.4200",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
478,72,VDP20039,"CG BIO CO.,LTD",All,33110200,USD,,,"186,863.9500","4,359,871,409.5000",,,,,,,"186,863.9500","4,359,871,409.5000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
479,73,VDP20040,DOUGLAS PHARMACEUTICALS LIMITED,All,33110200,USD,,,"99,936.0000","2,328,029,136.0000",,,,,,,"99,936.0000","2,328,029,136.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
480,74,VDP20041,ALLEVIARE LIFE SCIENCES LIMITED (ALSL),All,33110200,USD,,,"39,552.0000","927,331,068.0000",,,,,,,"39,552.0000","927,331,068.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
481,75,VMP20002,DR.WOLFF SINGAPORE PTE.LTD,All,33110200,SGD,,"(625,829.8027)",,,,,,,,"625,829.8027",-,-,-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
482,76,VMP20002,DR.WOLFF SINGAPORE PTE.LTD,All,33110200,VND,,,,"625,829.8027",,,,,,,-,"625,829.8027",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
483,77,VOT10001,CONG TY TNHH THUONG MAI VA DP SANG,All,33110100,VND,,,,"3,127,289,540.0000",,"7,391,906,513.0000",,"10,284,694,750.0000",,,-,"6,020,077,777.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
484,78,VOT10003,CTY TNHH RELIV PHARMA,All,33110100,VND,,,,"153,623,054.0000",,,,,,,-,"153,623,054.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
485,79,VOT10004,NHA CUNG CAP KHAC,All,33110100,VND,,,,"635,986.0000",,,,,,,-,"635,986.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
486,80,VOT10010,CHI NHANH CONG TY TNHH THUONG MAI VA DUOC PHAM SANG TAI HA NOI,All,33110100,VND,,,,"665,685,366.0000",,"2,379,901,009.0000",,"2,694,242,303.0000",,,-,"980,026,660.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
487,81,VOT10018,CHI NHANH CONG TY TNHH THUONG MAI VA DUOC PHAM SANG TAI DA NANG,All,33110100,VND,,,,,,"581,275,273.0000",,"581,275,273.0000",,,-,-,-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
488,82,VOT10020,CTY TNHH RELIV HEALTHCARE,All,33110100,VND,,,,"355,206,600.0000",,,,,,,-,"355,206,600.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
489,83,VOT10021,(HD)CTY TNHH RELIV HEALTHCARE,All,33110100,VND,,,,"3,839,663,367.3900",,"2,983,187,278.3900",,"2,388,256,649.0000",,,-,"3,244,732,738.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
490,84,VOT10022,CONG TY TNHH TATAVN,All,33110100,VND,,,,"45,170,000.0000",,,,"11,270,000.0000",,,-,"56,440,000.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
491,85,VTB10003,CONG TY TNHH JOHNSON & JOHNSON(VIET NAM),All,33110100,VND,,,,"619,024,970.0000",,"619,024,970.0000",,"315,743,665.0000",,,-,"315,743,665.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
492,86,VTB20001,BOSTON SCIENTIFIC FAR EAST B.V,All,33110200,USD,,,"1,360,453.0000","31,968,784,048.0000","382,295.0000","9,014,516,100.0000","235,780.0000","5,493,468,670.0000",,,"1,213,938.0000","28,447,736,618.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
493,87,VTB20001,BOSTON SCIENTIFIC FAR EAST B.V,All,33110200,VND,,,,"33,460.0000",,,,,,,-,"33,460.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
494,88,VTB20002,NUMED CANADA INC,All,33110200,USD,,,"3,897.0000","91,614,573.0000","3,897.0000","91,569,861.0000","15,750.0000","366,975,000.0000",,,"15,750.0000","367,019,712.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
495,89,VTB20003,STRYKER EMEA SUPPLY CHAIN SERVICES BV,All,33110200,USD,,,"727,574.9200","17,114,736,239.0000","100,000.0000","2,360,672,340.0000","362,257.0200","8,440,472,277.0000",,,"989,831.9400","23,194,536,176.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
496,90,VTB20004,ST JUDE MEDICAL,All,33110200,USD,"4,130.0000","(96,556,600.0000)",,,,,,,"4,130.0000","96,556,600.0000",-,-,-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
497,91,VTB20007,BIOTECHNICA PHARMA INTERNATIONAL PTE.LTD,All,33110200,USD,,,"68,400.8200","1,565,683,027.1000",,,,,,,"68,400.8200","1,565,683,027.1000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
498,92,VTB20007,BIOTECHNICA PHARMA INTERNATIONAL PTE.LTD,All,33110200,VND,,,,"27,734,487.3000",,,,,,,-,"27,734,487.3000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
499,93,VTB20009,ABBOTT MEDICAL(SINGAPORE) PTE.LTD,All,33110200,USD,,,"242,245.0000","5,669,746,735.0000","72,775.0000","1,708,071,825.0000","193,380.0000","4,507,107,660.0000",,,"362,850.0000","8,468,782,570.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
500,94,VTB20010,"CHAKSHU PTE., LTD",All,33110200,USD,,,"88,056.2300","2,047,366,216.0200",,,,,,,"88,056.2300","2,047,366,216.0200",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
501,95,VTP10002,CONG TY CO PHAN FRESENIUS KABI VIET NAM,All,33110100,VND,,,,"4,642,622,746.0000",,"956,537,491.0000",,"2,731,592,847.0000",,,-,"6,417,678,102.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
502,96,VTP10004,CONG TY TNHH THUONG MAI DICH VU  HANH AN,All,33110100,VND,,"(3,047,000.0000)",,,,,,,,"3,047,000.0000",-,-,-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
503,97,VTP10006,CONG TY TNHH UNITED INTERNATIONAL PHARMA,All,33110100,VND,,,,"110,522,517.0000",,"64,577,165.0000",,"7,125,003.0000",,,-,"53,070,355.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
504,98,VTP10007,(HD)CONG TY TNHH EUROPA VILLAGE,All,33110100,VND,,,,"1,017,726,600.0000",,"8,929,800.0000",,,,,-,"1,008,796,800.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
505,99,VTP10008,CONG TY TNHH VE PHARMA(VIET NAM),All,33110100,VND,,,,"11,545,372,954.2500",,"3,889,573,684.0000",,"2,579,517,600.0000",,,-,"10,235,316,870.2500",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
506,100,VTP20002,AJ RESEARCH & PHARMA SDN BHD,All,33110200,USD,,,"811,597.2400","18,917,620,008.6141",,,"8,390.6000","195,542,933.0000",,,"819,987.8400","19,113,162,941.6141",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
507,101,VTP20003,VINTA PHARMA PTY. LTD.,All,33110200,AUD,,,"15,140.5900","265,060,284.0000",,,,,,,"15,140.5900","265,060,284.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
508,102,VTP20003,VINTA PHARMA PTY. LTD.,All,33110200,USD,"10,500.0000","(238,612,500.0000)",,,,,,,"10,500.0000","238,612,500.0000",-,-,-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
509,103,VTP20003,VINTA PHARMA PTY. LTD.,All,33110200,VND,,"(26,447,784.0000)",,,,,,,,"26,447,784.0000",-,-,-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
510,104,VTP20004,SUCCESS BRAND LTD,All,33110200,USD,,,"118,897.4100","2,766,713,792.0000",,,,,,,"118,897.4100","2,766,713,792.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
511,105,VVC20001,BHARAT SERUMS AND VACCINES LIMITED,All,33110200,USD,,,"82,861.7000","1,926,482,315.6000","17,176.2600","399,525,236.9200",,,,,"65,685.4400","1,526,957,078.6800",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
512,106,VVT20004,ASCENSIA DIABETES CARE SINGAPORE PRIVATE LIMITED,All,33110200,SGD,,,"83,700.0000","1,400,133,600.0000","8,813.9400","148,647,098.1000","58,083.9400","979,585,648.0000",,,"132,970.0000","2,231,072,149.9000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
513,1,VDP10001,CTY TNHH MTV DUOC SAI GON,All,33110100,VND,,,,"167,133,792.0000",,,,,,,-,"167,133,792.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
514,2,VDP10003,(VIMEDIMEX) CTY CP Y DUOC PHAM VIMEDIMEX,All,33110100,VND,,,,"30,009,112.8000",,,,,,,-,"30,009,112.8000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
515,3,VDP10009,CTY TNHH MOT THANH VIEN VIMEDIMEX BINH DUONG,All,33110100,VND,,,,"8,236,512,210.0000",,"10,212,005,078.0000",,"6,216,259,698.0000",,,-,"4,240,766,830.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
516,4,VDP10011,CONG TY CO PHAN DUOC PHAM OTSUKA VIET NAM,All,33110100,VND,,,,"193,284,009.0000",,"170,352,010.0000",,"190,008,005.0000",,,-,"212,940,004.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
517,5,VDP10012,CTY CO PHAN DUOC PHAM HIEP BACH NIEN,All,33110100,VND,,,,"502,501,486.0000",,,,,,,-,"502,501,486.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
518,6,VDP10013,CTY CO PHAN DUOC - THIET BI Y TE DA NANG,All,33110100,VND,,,,"395,777,444.0000",,"420,209,766.0000",,"229,168,896.0000",,,-,"204,736,574.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
519,7,VDP10014,CTY TNHH TM DUOC PHAM DAN THANH,All,33110100,VND,,,,,,"9,166,300.0000",,"9,166,300.0000",,,-,-,-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
520,8,VDP10015,CTY TNHH Y TE CANH CUA VIET,All,33110100,VND,,,,"2,517,500.0000",,"2,517,500.0000",,,,,-,-,-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
521,9,VDP10022,CTY TNHH ROHTO MENTHOLATUM VIET NAM,All,33110100,VND,,,,"14,360,771,312.0000",,"30,555,870,519.0000",,"21,732,581,339.0000",,,-,"5,537,482,132.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
522,10,VDP10027,CTY TNHH DICH VU - THUONG MAI THANH NGOC,All,33110100,VND,,,,"21,000,078.0000",,"21,000,078.0000",,"61,111,600.0000",,,-,"61,111,600.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
523,11,VDP10036,CONG TY CO PHAN TA DA PHARMA,All,33110100,VND,,,,"186,914,673.0000",,,,,,,-,"186,914,673.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
524,12,VDP10037,CHI NHANH CONG TY TNHH MOT THANH VIEN VIMEDIMEX BINH DUONG TAI HA NOI,All,33110100,VND,,,,"2,481,853,048.0000",,"3,370,099,815.0000",,"1,262,004,167.0000",,,-,"373,757,400.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
525,13,VDP10039,CONG TY TNHH MEGA LIFESCIENCES(VIET NAM),All,33110100,VND,,,,"999,962,484.0000",,"73,421,640.0000",,"215,385,210.0000",,,-,"1,141,926,054.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
526,14,VDP10042,CONG TY TNHH DKSH VIET NAM,All,33110100,VND,,,,,,"45,581,656.0000",,"52,863,372.0000",,,-,"7,281,716.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
527,15,VDP10043,CONG TY TNHH DUOC PHAM HUNG PHAT,All,33110100,VND,,,,"707,761,316.0000",,"128,767,002.0000",,"90,197,039.0000",,,-,"669,191,353.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
528,16,VDP10044,CONG TY TNHH TRUONG SON,All,33110100,VND,,,,"675,158,924.0000",,"301,113,165.0000",,"11,377,989.0000",,,-,"385,423,748.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
529,17,VDP10045,CONG TY TNHH LYNH FARMA,All,33110100,VND,,,,"1,631,540.0000",,,,,,,-,"1,631,540.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
530,18,VDP10054,(HD)CONG TY TNHH VIPAMED VIET NAM,All,33110100,VND,,,,"172,193,029.0000",,,,,,,-,"172,193,029.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
531,19,VDP10058,CONG TY CO PHAN DUOC PHAM PHUC NGUYEN,All,33110100,VND,,,,"35,493,192.0000",,,,,,,-,"35,493,192.0000",-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
532,20,VDP10063,CONG TY CO PHAN DUOC PHAM GOLDENLIFE,All,33110100,VND,,,,"133,823,991.0000",,"133,823,991.0000",,,,,-,-,-,"675,750,948,930.5822","153,854,747,901.7500","255,276,230,266.0600",-,"777,172,431,294.8922"
