,Textbox6,CardCode,CardName,Branch,Account,Currency,FCOpeningBalance,OpeningBalance,FCOpeningBalance1,OpeningBalance1,FCDebit,Debit,FCCredit1,Credit,FCOpeningBalance4,OpeningBalance4,FCOpeningBalance5,OpeningBalance5,OpeningBalance2,OpeningBalance3,Debit1,Textbox56,OpeningBalance6,Textbox64
630,4,VDP10011,CONG TY CO PHAN DUOC PHAM OTSUKA VIET NAM,All,33110100,VND,,,,"340,704,016.0000",,,,"170,352,008.0000",,,-,"511,056,024.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
631,5,VDP10012,CTY CO PHAN DUOC PHAM HIEP BACH NIEN,All,33110100,VND,,,,"574,762,488.0000",,,,,,,-,"574,762,488.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
632,6,VDP10013,CTY CO PHAN DUOC - THIET BI Y TE DA NANG,All,33110100,VND,,,,"432,918,129.0000",,"437,803,473.0000",,"101,278,864.0000",,,-,"96,393,520.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
633,7,VDP10015,CTY TNHH Y TE CANH CUA VIET,All,33110100,VND,,,,"30,464,254.0000",,"9,340,000.0000",,,,,-,"21,124,254.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
634,8,VDP10022,CTY TNHH ROHTO MENTHOLATUM VIET NAM,All,33110100,VND,,,,"14,350,257,073.0000",,"29,206,215,825.0000",,"24,434,089,189.0000",,,-,"9,578,130,437.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
635,9,VDP10027,CTY TNHH DICH VU - THUONG MAI THANH NGOC,All,33110100,VND,,,,"14,126.0000",,,,"249,999,750.0000",,,-,"250,013,876.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
636,10,VDP10035,CONG TY CO PHAN O2 VIET NAM,All,33110100,VND,,,,"66,461,999.0000",,"66,461,999.0000",,,,,-,-,-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
637,11,VDP10036,CONG TY CO PHAN TA DA PHARMA,All,33110100,VND,,,,"186,914,673.0000",,,,,,,-,"186,914,673.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
638,12,VDP10037,CHI NHANH CONG TY TNHH MOT THANH VIEN VIMEDIMEX BINH DUONG TAI HA NOI,All,33110100,VND,,,,"1,946,739,828.0000",,"2,008,634,336.0000",,"406,305,781.0000",,,-,"344,411,273.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
639,13,VDP10042,CONG TY TNHH DKSH VIET NAM,All,33110100,VND,,,,"28,086,622.0000",,"28,086,622.0000",,,,,-,-,-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
640,14,VDP10043,CONG TY TNHH DUOC PHAM HUNG PHAT,All,33110100,VND,,,,"1,348,547,872.0000",,"577,162,148.0000",,,,,-,"771,385,724.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
641,15,VDP10044,CONG TY TNHH TRUONG SON,All,33110100,VND,,,,"812,875,041.0000",,"161,865,000.0000",,"73,401,750.0000",,,-,"724,411,791.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
642,16,VDP10045,CONG TY TNHH LYNH FARMA,All,33110100,VND,,,,"1,631,540.0000",,,,,,,-,"1,631,540.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
643,17,VDP10054,(HD)CONG TY TNHH VIPAMED VIET NAM,All,33110100,VND,,,,"847,316,417.0000",,,,,,,-,"847,316,417.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
644,18,VDP10058,CONG TY CO PHAN DUOC PHAM PHUC NGUYEN,All,33110100,VND,,,,"2,468,813.0000",,,,,,,-,"2,468,813.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
645,19,VDP10063,CONG TY CO PHAN DUOC PHAM GOLDENLIFE,All,33110100,VND,,,,"2,965,876,343.0000",,"159,342,750.0000",,,,,-,"2,806,533,593.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
646,20,VDP10064,CONG TY TNHH P&T,All,33110100,VND,,,,"743,854,995.0000",,"291,025,001.0000",,"25,768,752.0000",,,-,"478,598,746.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
647,21,VDP10065,CONG TY CO PHAN THUONG MAI DUOC PHAM PVN,All,33110100,VND,,,,"8,400,000.0000",,,,,,,-,"8,400,000.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
648,22,VDP10066,CONG TY TNHH DUOC PHAM KIM CHAU,All,33110100,VND,,,,"43,969,051.0000",,,,,,,-,"43,969,051.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
649,23,VDP10070,CTY TNHH DUOC MY PHAM THAI NHAN,All,33110100,VND,,,,"298,878,930.0000",,,,,,,-,"298,878,930.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
650,24,VDP10073,CONG TY TNHH DUOC PHAM VA THIET BI Y TE ACA,All,33110100,VND,,,,"205,881,296.0000",,"60,500,000.0000",,"33,008,129.0000",,,-,"178,389,425.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
651,25,VDP10074,CONG TY TNHH DUOC PHAM VA TRANG THIET BI Y TE CT PHARMA,All,33110100,VND,,,,"1,703,476,145.0000",,"321,224,400.0000",,"35,736,435.0000",,,-,"1,417,988,180.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
652,26,VDP10075,CONG TY CO PHAN DUOC PHAM TAM PHUC VINH,All,33110100,VND,,,,"4,968,631.0000",,,,,,,-,"4,968,631.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
653,27,VDP10076,CHI NHANH 1 - CONG TY TNHH THAI NAKORN PATANA (VIET NAM) TAI TPHCM,All,33110100,VND,,,,"467,223,604.0000",,"98,058,391.0000",,"186,714,830.0000",,,-,"555,880,043.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
654,28,VDP10080,CONG TY TNHH THAI NAKORN PATANA (VIET NAM),All,33110100,VND,,,,"20,241,113.0000",,,,,,,-,"20,241,113.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
655,29,VDP10082,CONG TY TNHH DUOC PHAM QUANG DIEN,All,33110100,VND,,,,"518,684,267.0000",,"3,515,001.0000",,"2,812,001.0000",,,-,"517,981,267.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
656,30,VDP10083,CONG TY TNHH THAI NAKORN PATANA-VIET NAM CHI NHANH TAI HA NOI,All,33110100,VND,,,,"134,233,053.0000",,"2,681,894.0000",,"4,676,969.0000",,,-,"136,228,128.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
657,31,VDP10084,(HD)CONG TY TNHH DUOC PHAM VA THIET BI Y TE ACA,All,33110100,VND,,,,"515,197,370.0000",,"63,788,001.0000",,"35,887,199.0000",,,-,"487,296,568.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
658,32,VDP10085,CONG TY TNHH DUOC PHAM LIEN HOP,All,33110100,VND,,,,"2,537,515,218.0000",,"1,326,439,706.0000",,"153,062,106.0000",,,-,"1,364,137,618.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
659,33,VDP10086,(HD)CONG TY TNHH DUOC PHAM Y-MED,All,33110100,VND,,,,"82,695,596.0000",,,,,,,-,"82,695,596.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
660,34,VDP10087,(HD)CONG TY TNHH DUOC PHAM HUNG PHAT,All,33110100,VND,,,,"1,146,175,205.0000",,"79,385,500.0000",,"161,158,206.0000",,,-,"1,227,947,911.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
661,35,VDP10088,(HD)CONG TY TNHH DUOC PHAM LIEN HOP,All,33110100,VND,,,,"388,345,013.0000",,"31,500,000.0000",,"385,224,998.0000",,,-,"742,070,011.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
662,36,VDP10089,(HD)CONG TY TNHH TRUONG SON,All,33110100,VND,,,,"452,172,182.0000",,,,,,,-,"452,172,182.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
663,37,VDP10092,(HD)CONG TY CO PHAN DUOC PHAM TAM PHUC VINH,All,33110100,VND,,,,"1,168,499.0000",,,,,,,-,"1,168,499.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
664,38,VDP10095,CONG TY CO PHAN DUOC VA THIET BI Y TE QUANG NAM,All,33110100,VND,,,,"361,598,500.0000",,"48,450,000.0000",,,,,-,"313,148,500.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
665,39,VDP10096,CONG TY CO PHAN DUOC PHAM THIEN DUOC,All,33110100,VND,,,,"4,333,785,559.0000",,"4,390,541,911.0000",,"950,703,238.0000",,,-,"893,946,886.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
666,40,VDP10097,(HD)CONG TY CO PHAN TA DA PHARMA,All,33110100,VND,,,,"151,439,880.0000",,,,,,,-,"151,439,880.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
667,41,VDP10098,CHI NHANH CONG TY CO PHAN DUOC PHAM IMEXPHARM,All,33110100,VND,,,,"3,189,683,520.0000",,"3,189,683,520.0000",,"4,873,890,000.0000",,,-,"4,873,890,000.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
668,42,VDP10099,(HD)CONG TY CO PHAN TAVO PHARMA,All,33110100,VND,,,,"166,012,500.0000",,,,,,,-,"166,012,500.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
669,43,VDP10100,CONG TY CO PHAN DUOC PHAM QUOC TE - UK PHARMA,All,33110100,VND,,,,"67,374,002.0000",,,,"28,072,502.0000",,,-,"95,446,504.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
670,44,VDP10102,CONG TY CO PHAN TAVO PHARMA,All,33110100,VND,,,,,,,,"870,200.0000",,,-,"870,200.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
671,45,VDP20001,HYPHENS PHARMA PTE.LTD,All,33110200,EUR,,,"2,233,441.8400","58,917,836,301.9019","742,797.4900","19,493,637,721.1894","1,147,547.8000","30,221,258,994.0000",,,"2,638,192.1500","69,645,457,574.7125",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
672,46,VDP20001,HYPHENS PHARMA PTE.LTD,All,33110200,USD,,,"525,790.5600","12,260,858,190.5325","141,023.7400","3,281,741,467.4932","69,240.0000","1,608,571,440.0000",,,"454,006.8200","10,587,688,163.0393",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
673,47,VDP20001,HYPHENS PHARMA PTE.LTD,All,33110200,VND,,"(166,415,664.6358)",,,,"23,012,204.3807",,,,"189,427,869.0165",-,-,-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
674,48,VDP20002,DAEWOONG BIO INC.,All,33110200,USD,,,"194,490.0000","4,525,281,180.0000",,,,,,,"194,490.0000","4,525,281,180.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
675,49,VDP20003,SAVA HEALTHCARE LTD.,All,33110200,USD,,,"18,461.6700","420,226,209.5000",,,,,,,"18,461.6700","420,226,209.5000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
676,50,VDP20004,HOE PHARMACEUTICALS SDN BHD,All,33110200,USD,,,"238,373.6400","5,553,969,946.5600","278,849.7200","6,481,117,087.7754","849,948.7800","19,747,717,187.0000",,,"809,472.7000","18,820,570,045.7846",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
677,51,VDP20004,HOE PHARMACEUTICALS SDN BHD,All,33110200,VND,,"(6,036,350.1600)",,,,"7,238,095.1246",,,,"13,274,445.2846",-,-,-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
678,52,VDP20005,PHARMASCIENCE INC,All,33110200,USD,,,"1,072,737.2100","24,943,932,397.0200","139,162.0000","3,238,519,762.4930","52,000.0000","1,208,272,000.0000",,,"985,575.2100","22,913,684,634.5270",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
679,53,VDP20007,GETZ PHARMA (PVT) LIMITED,All,33110200,USD,,,"339,401.6600","7,895,801,511.2200","106,492.2500","2,478,083,947.5100","9,463.2000","219,886,915.0000",,,"242,372.6100","5,637,604,478.7100",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
680,54,VDP20007,GETZ PHARMA (PVT) LIMITED,All,33110200,VND,,,,,,0.2000,,,,0.2000,-,-,-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
681,55,VDP20013,WOERWAG PHARMA GMBH & CO. KG,All,33110200,EUR,,,"551,854.4600","14,455,292,168.9800","13,747.1600","366,059,376.4800",,,,,"538,107.3000","14,089,232,792.5000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
682,56,VDP20014,JW PHARMACEUTICAL CORPORATION,All,33110100,USD,,,"981,588.4000","22,826,506,702.0000","132,210.0000","3,076,791,120.0000",,,,,"849,378.4000","19,749,715,582.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
683,57,VDP20015,DAIICHI-SANKYO,All,33110100,USD,,,"1,757,788.1900","40,317,419,030.4500",,,,,,,"1,757,788.1900","40,317,419,030.4500",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
684,58,VDP20017,NOVARTIS(SINGAPORE)PTE.LTD,All,33110200,USD,,,"826,346.1000","19,254,575,672.0900","174,605.8800","4,062,406,828.0000","277,171.2000","6,439,518,490.0000",,,"928,911.4200","21,631,687,334.0900",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
685,59,VDP20017,NOVARTIS(SINGAPORE)PTE.LTD,All,33110200,VND,,"(45,286,352.0900)",,,,,,,,"45,286,352.0900",-,-,-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
686,60,VDP20019,MI PHARMA PRIVATE LIMITED,All,33110200,USD,"7,800.0000","(180,819,600.0000)",,,,,,,"7,800.0000","180,819,600.0000",-,-,-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
687,61,VDP20022,"L.B.S LABORATORY LTD., PART",All,33110200,USD,,,"11,505.6000","261,004,536.0000",,,"19,355.6000","449,766,077.0000",,,"30,861.2000","710,770,613.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
688,62,VDP20035,PT.DEXA MEDICA,All,33110200,USD,,,"47,220.8400","1,105,947,699.0000","14,132.4800","330,729,198.0000",,,,,"33,088.3600","775,218,501.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
689,63,VDP20037,DR REDDY'S LABORATORIES LTD,All,33110200,USD,,,"1,773,760.2400","41,253,654,527.2100","402,839.0600","9,371,119,041.1400","333,341.6000","7,744,268,188.0000",,,"1,704,262.7800","39,626,803,674.0700",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
690,64,VDP20038,AKUMS DRUGS & PHARMACEUTICALS LTD,All,33110200,USD,,,"1,242,128.5100","28,900,184,106.9900","246,617.2600","5,744,372,131.7981","149,525.5400","3,474,346,458.0000",,,"1,145,036.7900","26,630,158,433.1919",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
691,65,VDP20039,"CG BIO CO.,LTD",All,33110200,USD,,,"235,399.0000","5,475,182,342.0000",,,,,,,"235,399.0000","5,475,182,342.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
692,66,VDP20040,DOUGLAS PHARMACEUTICALS LIMITED,All,33110200,USD,,,"99,936.0000","2,328,029,136.0000",,,,,,,"99,936.0000","2,328,029,136.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
693,67,VMP20002,DR.WOLFF SINGAPORE PTE.LTD,All,33110200,SGD,,,"17,250.2400","298,600,365.9973","8,448.4800","146,462,849.1200",,,,,"8,801.7600","152,137,516.8773",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
694,68,VMP20002,DR.WOLFF SINGAPORE PTE.LTD,All,33110200,VND,,,,"625,829.8027",,,,,,,-,"625,829.8027",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
695,69,VOT10001,CONG TY TNHH THUONG MAI VA DP SANG,All,33110100,VND,,,,"18,530,838,891.0000",,"15,197,953,733.0000",,"2,213,559,762.0000",,,-,"5,546,444,920.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
696,70,VOT10003,CTY TNHH RELIV PHARMA,All,33110100,VND,,,,"153,623,054.0000",,,,,,,-,"153,623,054.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
697,71,VOT10004,NHA CUNG CAP KHAC,All,33110100,VND,,,,"635,986.0000",,,,,,,-,"635,986.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
698,72,VOT10010,CHI NHANH CONG TY TNHH THUONG MAI VA DUOC PHAM SANG TAI HA NOI,All,33110100,VND,,,,"4,179,308,789.0000",,"4,680,336,449.0000",,"803,413,690.0000",,,-,"302,386,030.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
699,73,VOT10018,CHI NHANH CONG TY TNHH THUONG MAI VA DUOC PHAM SANG TAI DA NANG,All,33110100,VND,,,,"868,448,064.0000",,"1,096,717,572.0000",,"228,269,508.0000",,,-,-,-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
700,74,VOT10020,CTY TNHH RELIV HEALTHCARE,All,33110100,VND,,,,"355,206,600.0000",,,,,,,-,"355,206,600.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
701,75,VOT10021,(HD)CTY TNHH RELIV HEALTHCARE,All,33110100,VND,,,,"2,772,445,069.0000",,"1,480,874,516.0000",,"1,887,809,411.0000",,,-,"3,179,379,964.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
702,76,VTB10003,CONG TY TNHH JOHNSON & JOHNSON(VIET NAM),All,33110100,VND,,,,"371,895,311.0000",,"371,895,311.0000",,,,,-,-,-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
703,77,VTB20001,BOSTON SCIENTIFIC FAR EAST B.V,All,33110200,USD,,,"1,399,145.0000","32,527,674,360.0000","1,007.4800","23,404,767.8800","940,327.4800","21,844,681,988.0000",,,"2,338,465.0000","54,348,951,580.1200",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
704,78,VTB20001,BOSTON SCIENTIFIC FAR EAST B.V,All,33110200,VND,,"(41,400.0000)",,,,,,,,"41,400.0000",-,-,-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
705,79,VTB20002,NUMED CANADA INC,All,33110200,USD,,,"37,250.0000","866,956,500.0000","37,250.0000","866,956,500.0000",,,,,-,-,-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
706,80,VTB20003,STRYKER EMEA SUPPLY CHAIN SERVICES BV,All,33110200,USD,,,"461,116.0000","10,726,373,216.0000","191,492.0000","4,456,784,808.0000","210,342.0000","4,886,455,002.0000",,,"479,966.0000","11,156,043,410.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
707,81,VTB20007,BIOTECHNICA PHARMA INTERNATIONAL PTE.LTD,All,33110200,USD,,,"147,002.0800","3,395,223,682.4500",,,,,,,"147,002.0800","3,395,223,682.4500",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
708,82,VTB20009,ABBOTT MEDICAL(SINGAPORE) PTE.LTD,All,33110200,USD,,,"138,120.0000","3,209,555,185.0000",,,"30,840.0000","716,588,940.0000",,,"168,960.0000","3,926,144,125.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
709,83,VTB20010,"CHAKSHU PTE., LTD",All,33110200,USD,,,"76,063.7700","1,768,721,408.0200",,,"11,992.4600","278,644,808.0000",,,"88,056.2300","2,047,366,216.0200",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
710,84,VTP10002,CONG TY CO PHAN FRESENIUS KABI VIET NAM,All,33110100,VND,,,,"4,221,555,636.0000",,,,"1,095,998,314.0000",,,-,"5,317,553,950.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
711,85,VTP10006,CONG TY TNHH UNITED INTERNATIONAL PHARMA,All,33110100,VND,,,,"826,586,869.0000",,"104,674,532.0000",,"152,135,067.0000",,,-,"874,047,404.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
712,86,VTP10007,(HD)CONG TY TNHH EUROPA VILLAGE,All,33110100,VND,,,,"1,066,975,800.0000",,"14,612,400.0000",,,,,-,"1,052,363,400.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
713,87,VTP10008,CONG TY TNHH VE PHARMA(VIET NAM),All,33110100,VND,,,,"4,950,101,719.0000",,"623,742,680.0000",,"172,814,400.0000",,,-,"4,499,173,439.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
714,88,VTP20002,AJ RESEARCH & PHARMA SDN BHD,All,33110200,USD,,,"947,044.1200","22,042,188,295.6000","68,810.1300","1,588,825,902.4021","11,887.4500","276,193,013.0000",,,"890,121.4400","20,729,555,406.1979",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
715,89,VTP20003,VINTA PHARMA PTY. LTD.,All,33110200,AUD,,,"15,140.5900","265,060,284.0000",,,,,,,"15,140.5900","265,060,284.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
716,90,VTP20003,VINTA PHARMA PTY. LTD.,All,33110200,USD,"10,500.0000","(238,612,500.0000)",,,,,,,"10,500.0000","238,612,500.0000",-,-,-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
717,91,VTP20003,VINTA PHARMA PTY. LTD.,All,33110200,VND,,"(26,447,784.0000)",,,,,,,,"26,447,784.0000",-,-,-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
718,92,VTP20004,SUCCESS BRAND LTD,All,33110200,USD,,,"118,897.4100","2,766,713,792.0000",,,,,,,"118,897.4100","2,766,713,792.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
719,93,VVC20001,BHARAT SERUMS AND VACCINES LIMITED,All,33110200,USD,,,"114,088.0000","2,652,798,493.0000","17,554.6200","408,396,502.0000",,,,,"96,533.3800","2,244,401,991.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
720,94,VVT20004,ASCENSIA DIABETES CARE SINGAPORE PRIVATE LIMITED,All,33110200,SGD,,,"34,231.3200","591,448,747.0000","89,744.8800","1,563,355,810.0000","178,920.4800","3,116,794,762.0000",,,"123,406.9200","2,144,887,699.0000",-,"461,622,545,071.2386","141,825,845,183.9865","148,823,847,913.0000",-,"468,620,547,800.2521"
